Node Sensor;max Temperature; min Temperature; rata-rata Temperature; max Humidity; min Humidity; rata-rata Humidity; max Pressure; min Pressure; rata-rata Pressure(BCAF);12:00:30;29.2032;28.1424;28.7926;68.2035;67.0057;67.4925;93.0792;92.9521;92.9972;
(BCAF);12:01:00;28.2048;28.1424;28.1688;68.2035;68.1730;68.1941;93.0792;92.8886;92.9814;
(BCAF);12:01:30;28.3296;28.2048;28.2497;68.1730;68.0585;68.1196;93.0792;92.8250;92.9546;
(BCAF);12:02:00;28.3920;28.3296;28.3464;68.0967;67.9288;68.0224;93.1427;92.8250;92.9717;
(BCAF);12:02:30;28.5168;28.3920;28.4369;67.9288;67.7915;67.8440;93.1427;92.6979;92.9597;
(BCAF);12:03:00;28.5792;28.4544;28.5216;67.7991;67.6237;67.6961;93.1427;92.6979;92.9301;
(BCAF);12:03:30;28.6416;28.5168;28.5942;67.6237;67.4863;67.5516;93.0156;92.8250;92.9419;
(BCAF);12:04:00;28.7040;28.5792;28.6632;67.4863;67.3261;67.4056;93.0156;92.8886;92.9277;
(BCAF);12:04:30;28.7664;28.6416;28.7240;67.3261;67.2117;67.2687;93.1427;92.8886;92.9241;
(BCAF);12:05:00;28.8288;28.7040;28.7760;67.1812;67.0743;67.1236;93.0156;92.8250;92.9008;
(BCAF);12:05:30;28.8912;28.7664;28.8213;67.0743;66.9904;67.0469;93.0156;92.8250;92.9038;
(BCAF);12:06:00;28.8912;28.8288;28.8704;66.9980;66.9141;66.9653;93.0792;92.8250;92.9145;
(BCAF);12:06:30;28.9536;28.8912;28.9236;66.9141;66.8302;66.8580;93.0156;92.8250;92.9292;
(BCAF);12:07:00;29.0160;28.8912;28.9536;66.8302;66.7463;66.7838;93.0156;92.8886;92.9497;
(BCAF);12:07:30;29.0160;28.9536;28.9885;66.7463;66.7158;66.7316;93.0156;92.8250;92.9292;
(BCAF);12:08:00;29.0784;28.9536;29.0232;66.7158;66.6624;66.6773;93.0156;92.8250;92.9594;
(BCAF);12:08:30;29.0784;29.0160;29.0484;66.6700;66.5784;66.6358;93.0156;92.8250;92.9851;
(BCAF);12:09:00;29.1408;29.0160;29.0808;66.5784;66.5479;66.5597;93.0156;92.8250;92.9717;
(BCAF);12:09:30;29.1408;29.0784;29.0959;66.5479;66.4869;66.5235;93.0156;92.8250;92.9902;
(BCAF);12:10:00;29.1408;29.0784;29.1264;66.4869;66.4335;66.4611;93.0156;92.8886;92.9839;
(BCAF);12:10:30;29.2032;29.0784;29.1383;66.4335;66.4335;66.4335;93.0156;92.8250;92.9826;
(BCAF);12:11:00;29.2032;29.1408;29.1576;66.4335;66.4030;66.4288;93.0156;92.8250;92.9888;
(BCAF);12:11:30;29.2032;29.1408;29.1832;66.4030;66.3724;66.3993;93.0156;92.8886;92.9851;
(BCAF);12:12:00;29.2032;29.1408;29.1912;66.3724;66.3419;66.3713;93.0156;92.8250;92.9717;
(BCAF);12:12:30;29.2032;29.1408;29.2007;66.3724;66.3114;66.3578;93.0156;92.8250;92.9826;
(BCAF);12:13:00;29.2656;29.2032;29.2148;66.3724;66.3419;66.3430;93.0792;92.8886;92.9803;
(BCAF);12:13:30;29.2656;29.2032;29.2207;66.3419;66.3419;66.3419;93.0156;92.8886;92.9826;
(BCAF);12:14:00;29.2656;29.2032;29.2464;66.3419;66.3419;66.3419;93.0156;92.8886;92.9668;
(BCAF);12:14:30;29.3280;29.2032;29.2606;66.3419;66.3114;66.3212;93.0156;92.8886;92.9724;
(BCAF);12:15:00;29.2656;29.2032;29.2608;66.3114;66.3114;66.3114;93.0156;92.8886;92.9814;
(BCAF);12:15:30;29.3280;29.2656;29.2681;66.3419;66.3114;66.3126;93.0156;92.7615;93.0055;
(BCAF);12:16:00;29.3280;29.2656;29.2728;66.3419;66.3114;66.3220;93.0156;92.7615;92.9521;
(BCAF);12:16:30;29.3280;29.2656;29.2806;66.3419;66.3114;66.3151;93.0792;92.8886;92.9750;
