(bccf);2:28:10;1;27.45599937438964;78.25140380859375;92.76148986816406;[1]
(bccf);2:28:10;2;27.45599937438964;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:10;3;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:11;4;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:11;5;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:11;6;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:11;7;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:12;8;27.45599937438964;78.22088623046875;92.76148986816406;[1]
(bccf);2:28:12;9;27.45599937438964;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:12;10;27.45599937438964;78.22088623046875;92.88856506347656;[1]
(bccf);2:28:12;11;27.51840019226074;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:13;12;27.51840019226074;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:13;13;27.51840019226074;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:13;14;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:13;15;27.45599937438964;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:14;16;27.45599937438964;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:14;17;27.45599937438964;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:14;18;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:14;19;27.45599937438964;78.22088623046875;92.76148986816406;[1]
(bccf);2:28:15;20;27.45599937438964;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:15;21;27.45599937438964;78.22088623046875;92.76148986816406;[1]
(bccf);2:28:15;22;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:15;23;27.45599937438964;78.22088623046875;92.76148986816406;[1]
(bccf);2:28:16;24;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:16;25;27.51840019226074;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:16;26;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:16;27;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:17;28;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:17;29;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:17;30;27.51840019226074;78.22088623046875;92.88856506347656;[1]
(bccf);2:28:17;31;27.51840019226074;78.22088623046875;92.95210266113281;[1]
(bccf);2:28:17;32;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:18;33;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:18;34;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:18;35;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:18;36;27.51840019226074;78.22088623046875;92.76148986816406;[1]
(bccf);2:28:19;37;27.51840019226074;78.19036865234375;92.88856506347656;[1]
(bccf);2:28:19;38;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:19;39;27.51840019226074;78.22088623046875;92.82502746582031;[1]
(bccf);2:28:19;40;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:20;41;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:20;42;27.51840019226074;78.19036865234375;92.88856506347656;[1]
(bccf);2:28:20;43;27.51840019226074;78.19036865234375;92.95210266113281;[1]
(bccf);2:28:20;44;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:21;45;27.5807991027832;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:21;46;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:21;47;27.51840019226074;78.19036865234375;92.76148986816406;[1]
(bccf);2:28:21;48;27.51840019226074;78.19036865234375;92.76148986816406;[1]
(bccf);2:28:22;49;27.51840019226074;78.19036865234375;92.82502746582031;[1]
(bccf);2:28:22;50;27.51840019226074;78.19036865234375;92.95210266113281;[1]
(bccf);2:28:22;51;27.51840019226074;78.19036865234375;92.95210266113281;[1]
(bccf);2:28:22;52;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:23;53;27.51840019226074;78.1522216796875;92.88856506347656;[1]
(bccf);2:28:23;54;27.51840019226074;78.1522216796875;92.95210266113281;[1]
(bccf);2:28:23;55;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:23;56;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:24;57;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:24;58;27.51840019226074;78.1522216796875;92.95210266113281;[1]
(bccf);2:28:24;59;27.51840019226074;78.1522216796875;92.76148986816406;[1]
(bccf);2:28:24;60;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:25;61;27.51840019226074;78.1522216796875;92.82502746582031;[1]
(bccf);2:28:25;62;27.51840019226074;78.1217041015625;92.82502746582031;[1]
(bccf);2:28:25;63;27.51840019226074;78.1217041015625;92.82502746582031;[1]
(bccf);2:28:25;64;27.51840019226074;78.1217041015625;92.88856506347656;[1]
(bccf);2:28:26;65;27.5807991027832;78.1217041015625;92.82502746582031;[1]
(bccf);2:28:26;66;27.51840019226074;78.1217041015625;92.82502746582031;[1]
(bccf);2:28:26;67;27.51840019226074;78.0911865234375;92.82502746582031;[1]
(bccf);2:28:26;68;27.5807991027832;78.0911865234375;92.82502746582031;[1]
(bccf);2:28:27;69;27.51840019226074;78.0911865234375;92.95210266113281;[1]
(bccf);2:28:27;70;27.51840019226074;78.0911865234375;92.76148986816406;[1]
(bccf);2:28:27;71;27.51840019226074;78.0606689453125;92.82502746582031;[1]
(bccf);2:28:27;72;27.51840019226074;78.0606689453125;92.76148986816406;[1]
(bccf);2:28:28;73;27.5807991027832;78.02252197265625;92.95210266113281;[1]
(bccf);2:28:28;74;27.5807991027832;78.02252197265625;92.76148986816406;[1]
(bccf);2:28:28;75;27.51840019226074;77.99200439453125;92.76148986816406;[1]
(bccf);2:28:28;76;27.51840019226074;77.99200439453125;92.82502746582031;[1]
(bccf);2:28:29;77;27.5807991027832;77.99200439453125;92.82502746582031;[1]
(bccf);2:28:29;78;27.51840019226074;77.96148681640625;92.82502746582031;[1]
(bccf);2:28:29;79;27.51840019226074;77.96148681640625;92.95210266113281;[1]
(bccf);2:28:29;80;27.5807991027832;77.96148681640625;92.95210266113281;[1]
(bccf);2:28:30;81;27.5807991027832;77.93096923828125;92.95210266113281;[1]
(bccf);2:28:30;82;27.51840019226074;77.93096923828125;92.95210266113281;[1]
(bccf);2:28:30;83;27.5807991027832;77.93096923828125;92.82502746582031;[1]
(bccf);2:28:30;84;27.51840019226074;77.90045166015625;93.07917785644531;[1]
(bccf);2:28:31;85;27.51840019226074;77.90045166015625;92.82502746582031;[1]
(bccf);2:28:31;86;27.5807991027832;77.90045166015625;92.95210266113281;[1]
(bccf);2:28:31;87;27.5807991027832;77.90045166015625;92.88856506347656;[1]
(bccf);2:28:31;88;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:32;89;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:32;90;27.51840019226074;77.8623046875;92.82502746582031;[1]
(bccf);2:28:32;91;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:32;92;27.5807991027832;77.8623046875;92.95210266113281;[1]
(bccf);2:28:33;93;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:33;94;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:33;95;27.5807991027832;77.8623046875;92.82502746582031;[1]
(bccf);2:28:33;96;27.5807991027832;77.831787109375;92.82502746582031;[1]
(bccf);2:28:34;97;27.51840019226074;77.831787109375;92.82502746582031;[1]
(bccf);2:28:34;98;27.5807991027832;77.831787109375;92.82502746582031;[1]
(bccf);2:28:34;99;27.5807991027832;77.831787109375;92.95210266113281;[1]
(bccf);2:28:34;100;27.5807991027832;77.831787109375;92.95210266113281;[1]
