(cacf);40;12:00:12:802;26.45759963989257;56.72125244140625;91.744873046875
(cacf);41;12:00:13:50;26.51999855041503;56.69073486328125;91.8719482421875
(cacf);42;12:00:13:300;26.51999855041503;56.69073486328125;91.93548583984375
(cacf);43;12:00:13:548;26.51999855041503;56.66021728515625;91.8719482421875
(cacf);44;12:00:13:797;26.51999855041503;56.66021728515625;91.8719482421875
(cacf);45;12:00:14:46;26.51999855041503;56.62969970703125;91.93548583984375
(cacf);46;12:00:14:302;26.51999855041503;56.66021728515625;91.8719482421875
(cacf);47;12:00:14:549;26.51999855041503;56.66021728515625;91.8719482421875
(cacf);48;12:00:14:800;26.51999855041503;56.66021728515625;91.93548583984375
(cacf);49;12:00:15:49;26.51999855041503;56.62969970703125;91.93548583984375
(cacf);50;12:00:15:302;26.51999855041503;56.62969970703125;91.8719482421875
(cacf);51;12:00:15:551;26.58239936828613;56.62969970703125;91.744873046875
(cacf);52;12:00:15:797;26.51999855041503;56.62969970703125;91.8719482421875
(cacf);53;12:00:16:53;26.51999855041503;56.59918212890625;91.93548583984375
(cacf);54;12:00:16:302;26.58239936828613;56.59918212890625;91.744873046875
(cacf);55;12:00:16:550;26.51999855041503;56.59918212890625;91.8719482421875
(cacf);56;12:00:16:799;26.58239936828613;56.59918212890625;91.8719482421875
(cacf);57;12:00:17:48;26.58239936828613;56.5762939453125;91.8719482421875
(cacf);58;12:00:17:298;26.51999855041503;56.5457763671875;91.8719482421875
(cacf);59;12:00:17:546;26.58239936828613;56.5457763671875;91.93548583984375
(cacf);60;12:00:17:795;26.58239936828613;56.5457763671875;91.9990234375
(cacf);61;12:00:18:48;26.58239936828613;56.4847412109375;91.8719482421875
(cacf);62;12:00:18:297;26.58239936828613;56.4542236328125;91.93548583984375
(cacf);63;12:00:18:546;26.58239936828613;56.4542236328125;91.8719482421875
(cacf);64;12:00:18:795;26.58239936828613;56.4237060546875;91.93548583984375
(cacf);65;12:00:19:45;26.58239936828613;56.3931884765625;91.8719482421875
(cacf);66;12:00:19:294;26.58239936828613;56.3931884765625;91.8719482421875
(cacf);67;12:00:19:543;26.58239936828613;56.3626708984375;91.93548583984375
(cacf);68;12:00:19:796;26.58239936828613;56.33978271484375;91.93548583984375
(cacf);69;12:00:20:46;26.58239936828613;56.33978271484375;91.8719482421875
(cacf);70;12:00:20:295;26.58239936828613;56.33978271484375;91.8719482421875
(cacf);71;12:00:20:543;26.58239936828613;56.33978271484375;91.93548583984375
(cacf);72;12:00:20:792;26.58239936828613;56.33978271484375;91.8719482421875
(cacf);73;12:00:21:40;26.58239936828613;56.30926513671875;91.93548583984375
(cacf);74;12:00:21:290;26.58239936828613;56.30926513671875;91.8719482421875
(cacf);75;12:00:21:540;26.58239936828613;56.30926513671875;91.80841064453125
(cacf);76;12:00:21:794;26.58239936828613;56.30926513671875;91.8719482421875
(cacf);77;12:00:22:42;26.58239936828613;56.27874755859375;91.8719482421875
(cacf);78;12:00:22:290;26.64480018615722;56.24822998046875;91.8719482421875
(cacf);79;12:00:22:540;26.58239936828613;56.21771240234375;91.93548583984375
(cacf);80;12:00:22:788;26.51999855041503;56.15667724609375;91.93548583984375
(cacf);81;12:00:23:36;26.58239936828613;56.15667724609375;91.93548583984375
(cacf);82;12:00:23:286;26.58239936828613;56.12615966796875;91.744873046875
(cacf);83;12:00:23:539;26.58239936828613;56.103271484375;91.93548583984375
(cacf);84;12:00:23:789;26.58239936828613;56.103271484375;91.93548583984375
(cacf);85;12:00:24:38;26.58239936828613;56.07275390625;91.93548583984375
(cacf);86;12:00:24:286;26.58239936828613;56.07275390625;91.8719482421875
(cacf);87;12:00:24:535;26.58239936828613;56.042236328125;91.80841064453125
(cacf);88;12:00:24:779;26.58239936828613;56.042236328125;91.8719482421875
(cacf);89;12:00:25:24;26.58239936828613;56.01171875;91.8719482421875
(cacf);90;12:00:25:268;26.58239936828613;56.01171875;91.8719482421875
(cacf);91;12:00:25:517;26.58239936828613;56.01171875;91.744873046875
(cacf);92;12:00:25:759;26.58239936828613;55.981201171875;91.80841064453125
(cacf);93;12:00:26:9;26.58239936828613;55.981201171875;91.744873046875
(cacf);94;12:00:26:256;26.58239936828613;55.981201171875;91.8719482421875
(cacf);95;12:00:26:506;26.58239936828613;55.95068359375;91.93548583984375
(cacf);96;12:00:26:754;26.58239936828613;55.95068359375;91.93548583984375
(cacf);97;12:00:27:3;26.58239936828613;55.95068359375;91.8719482421875
