(dace);1;12:00:03.11 ;31.13759994506835;62.450927734375;92.44378662109375;sudah
(dace);2;12:00:03.11 ;31.13759994506835;62.21441650390625;92.31671142578125;sudah
(dace);3;12:00:03.11 ;31.13759994506835;62.18389892578125;92.44378662109375;sudah
(dace);4;12:00:03.11 ;31.13759994506835;62.15338134765625;92.44378662109375;sudah
(dace);5;12:00:03.11 ;31.07519912719726;62.12286376953125;92.44378662109375;sudah
(dace);6;12:00:03.11 ;31.13759994506835;62.12286376953125;92.44378662109375;sudah
(dace);7;12:00:03.11 ;31.07519912719726;62.12286376953125;92.44378662109375;sudah
(dace);8;12:00:03.11 ;31.13759994506835;62.12286376953125;92.44378662109375;sudah
(dace);9;12:00:03.11 ;31.07519912719726;62.09234619140625;92.44378662109375;sudah
(dace);10;12:00:03.11 ;31.13759994506835;62.06182861328125;92.44378662109375;sudah
(dace);11;12:00:03.11 ;31.13759994506835;62.00079345703125;92.44378662109375;sudah
(dace);12;12:00:03.11 ;31.13759994506835;61.93975830078125;92.44378662109375;sudah
(dace);13;12:00:03.11 ;31.13759994506835;61.90924072265625;92.44378662109375;sudah
(dace);14;12:00:03.11 ;31.13759994506835;61.8863525390625;92.44378662109375;sudah
(dace);15;12:00:03.11 ;31.13759994506835;61.8253173828125;92.44378662109375;sudah
(dace);16;12:00:03.11 ;31.13759994506835;61.7947998046875;92.57086944580078;sudah
(dace);17;12:00:03.11 ;31.13759994506835;61.7642822265625;92.3802490234375;sudah
(dace);18;12:00:03.11 ;31.13759994506835;61.7337646484375;92.3802490234375;sudah
(dace);19;12:00:03.11 ;31.13759994506835;61.7337646484375;92.57086944580078;sudah
(dace);20;12:00:03.11 ;31.13759994506835;61.7032470703125;92.253173828125;sudah
(dace);21;12:00:03.11 ;31.13759994506835;61.7032470703125;92.44378662109375;sudah
(dace);22;12:00:03.11 ;31.13759994506835;61.7032470703125;92.44378662109375;sudah
(dace);23;12:00:03.11 ;31.19999885559082;61.7337646484375;92.44378662109375;sudah
(dace);24;12:00:03.11 ;31.13759994506835;61.7642822265625;92.44378662109375;sudah
(dace);25;12:00:03.11 ;31.13759994506835;61.7947998046875;92.44378662109375;sudah
(dace);26;12:00:03.11 ;31.13759994506835;61.8253173828125;92.44378662109375;sudah
(dace);27;12:00:03.11 ;31.13759994506835;61.8253173828125;92.44378662109375;sudah
(dace);28;12:00:03.11 ;31.13759994506835;61.8863525390625;92.44378662109375;sudah
(dace);29;12:00:03.11 ;31.13759994506835;62.09234619140625;92.44378662109375;sudah
(dace);30;12:00:03.11 ;31.13759994506835;62.328857421875;92.44378662109375;sudah
(dace);31;12:00:03.11 ;31.13759994506835;62.4814453125;92.44378662109375;sudah
(dace);32;12:00:03.11 ;31.13759994506835;62.603515625;92.44378662109375;sudah
(dace);33;12:00:03.11 ;31.13759994506835;62.603515625;92.44378662109375;sudah
