(aaaf);12:35:05:763;1;23.96159934997558;69.08087158203125;92.31671142578125;[1]
(aaaf);12:35:06:10;2;23.96159934997558;69.08087158203125;92.31671142578125;[1]
(aaaf);12:35:06:259;3;23.96159934997558;69.08087158203125;92.31671142578125;[1]
(aaaf);12:35:06:507;4;23.96159934997558;69.11138916015625;92.31671142578125;[1]
(aaaf);12:35:06:756;5;23.96159934997558;69.11138916015625;92.31671142578125;[1]
(aaaf);12:35:07:3;6;23.96159934997558;69.11138916015625;92.31671142578125;[1]
(aaaf);12:35:07:247;7;23.96159934997558;69.11138916015625;92.3802490234375;[1]
(aaaf);12:35:07:491;8;23.96159934997558;69.11138916015625;92.3802490234375;[1]
(aaaf);12:35:07:745;9;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:07:984;10;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:08:223;11;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:08:461;12;23.96159934997558;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:08:701;13;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:08:940;14;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:09:180;15;23.96159934997558;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:09:423;16;23.8991985321045;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:09:661;17;23.8991985321045;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:09:900;18;23.96159934997558;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:10:144;19;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:10:383;20;23.8991985321045;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:10:622;21;23.96159934997558;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:10:861;22;23.8991985321045;69.13427734375;92.31671142578125;[1]
(aaaf);12:35:11:100;23;23.96159934997558;69.13427734375;92.3802490234375;[1]
(aaaf);12:35:11:341;24;23.96159934997558;69.164794921875;92.31671142578125;[1]
(aaaf);12:35:11:584;25;23.96159934997558;69.13427734375;92.3802490234375;[1]
