(cacf);1;24.71039962768554;62.16864013671875;92.18963623046875;sudah
(cacf);2;24.585599899292;61.81768798828125;92.1260986328125;sudah
(cacf);3;24.585599899292;61.81768798828125;92.253173828125;sudah
(cacf);4;24.585599899292;61.81768798828125;92.06256103515625;sudah
(cacf);5;24.585599899292;61.840576171875;92.253173828125;sudah
(cacf);6;24.585599899292;61.840576171875;92.253173828125;belum
(cacf);7;24.585599899292;61.840576171875;92.253173828125;belum
(cacf);8;24.585599899292;61.81768798828125;92.06256103515625;belum
(cacf);9;24.585599899292;61.81768798828125;92.1260986328125;belum
(cacf);10;24.585599899292;61.78717041015625;92.253173828125;belum
(cacf);11;24.585599899292;61.78717041015625;92.253173828125;belum
(cacf);12;24.585599899292;61.72613525390625;92.253173828125;belum
(cacf);13;24.585599899292;61.69561767578125;92.253173828125;belum
(cacf);14;24.585599899292;61.69561767578125;92.1260986328125;belum
(cacf);15;24.585599899292;61.69561767578125;92.18963623046875;belum
(cacf);16;24.585599899292;61.69561767578125;92.18963623046875;belum
(cacf);17;24.585599899292;61.69561767578125;92.18963623046875;belum
(cacf);18;24.585599899292;61.69561767578125;92.06256103515625;belum
(cacf);19;24.585599899292;61.69561767578125;92.18963623046875;belum
(cacf);20;24.5231990814209;61.66510009765625;92.253173828125;belum
(cacf);21;24.585599899292;61.63458251953125;92.06256103515625;belum
(cacf);22;24.5231990814209;61.6116943359375;92.18963623046875;belum
(cacf);23;24.585599899292;61.5811767578125;92.1260986328125;belum
(cacf);24;24.585599899292;61.5811767578125;92.253173828125;belum
(cacf);25;24.585599899292;61.5506591796875;92.253173828125;belum
(cacf);26;24.585599899292;61.5201416015625;92.18963623046875;belum
(cacf);27;24.5231990814209;61.5201416015625;92.18963623046875;belum
(cacf);28;24.5231990814209;61.4896240234375;92.18963623046875;belum
(cacf);29;24.5231990814209;61.4591064453125;92.06256103515625;belum
(cacf);30;24.5231990814209;61.4896240234375;92.18963623046875;belum
(cacf);31;24.5231990814209;61.4591064453125;92.3802490234375;belum
(cacf);32;24.5231990814209;61.4285888671875;92.18963623046875;belum
(cacf);33;24.5231990814209;61.4591064453125;92.18963623046875;belum
(cacf);34;24.46080017089843;61.4896240234375;92.06256103515625;belum
(cacf);35;24.46080017089843;61.4591064453125;92.253173828125;belum
(cacf);36;24.46080017089843;61.4591064453125;92.18963623046875;belum
