(bccf);22:26:13:930;1;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:14:47;1;27.8927993774414;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:14:178;2;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:14:298;2;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:14:426;3;27.8927993774414;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:14:552;3;27.9552001953125;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:14:674;4;27.8927993774414;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:14:792;4;27.9552001953125;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:14:922;5;27.8927993774414;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:15:42;5;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:15:170;6;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:15:287;6;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:15:418;7;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:15:537;7;27.9552001953125;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:15:667;8;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:15:787;8;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:15:920;9;27.8927993774414;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:16:37;9;28.01759910583496;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:16:167;10;27.9552001953125;78.29718017578125;92.82502746582031;[1]
(cadf);22:26:16:287;10;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:16:411;11;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:16:532;11;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:16:658;12;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:16:777;12;27.9552001953125;73.65850830078125;92.95210266113281;[1]
(bccf);22:26:16:901;13;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:17:22;13;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:17:145;14;27.9552001953125;78.29718017578125;92.95210266113281;[1]
(cadf);22:26:17:262;14;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:17:388;15;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:17:507;15;28.01759910583496;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:17:632;16;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:17:752;16;28.01759910583496;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:17:880;17;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:17:997;17;28.01759910583496;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:18:129;18;27.9552001953125;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:18:247;18;27.9552001953125;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:18:382;19;27.9552001953125;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:18:502;19;27.9552001953125;73.65850830078125;92.82502746582031;[1]
(bccf);22:26:18:629;20;27.8927993774414;78.29718017578125;92.76148986816406;[1]
(cadf);22:26:18:747;20;27.9552001953125;73.65850830078125;92.76148986816406;[1]
(bccf);22:26:18:872;21;27.8927993774414;78.29718017578125;92.88856506347656;[1]
(cadf);22:26:18:991;21;28.01759910583496;73.65850830078125;92.95210266113281;[1]
(bccf);22:26:19:115;22;27.9552001953125;78.29718017578125;92.63440704345703;[1]
(cadf);22:26:19:236;22;27.9552001953125;73.65850830078125;92.88856506347656;[1]
(bccf);22:26:19:363;23;27.9552001953125;78.29718017578125;92.76148986816406;[1]
