(cacf);722;25.27199935913085;49.58013916015625;92.3802490234375
(aaaf);718;24.64799880981445;46.337646484375;92.253173828125
(cacf);723;25.33440017700195;49.85479736328125;92.18963623046875
(aaaf);719;24.71039962768554;46.60467529296875;92.3802490234375
(cacf);724;25.33440017700195;49.85479736328125;92.31671142578125
(aaaf);720;24.71039962768554;46.60467529296875;92.31671142578125
(cacf);725;25.33440017700195;49.85479736328125;92.31671142578125
(aaaf);721;24.64799880981445;46.57415771484375;92.253173828125
(cacf);726;25.27199935913085;49.82427978515625;92.1260986328125
(aaaf);722;24.71039962768554;46.5360107421875;92.253173828125
(cacf);727;25.33440017700195;49.82427978515625;92.31671142578125
(aaaf);723;24.71039962768554;46.5054931640625;92.253173828125
(cacf);728;25.33440017700195;49.7861328125;92.3802490234375
(aaaf);724;24.71039962768554;46.5054931640625;92.253173828125
(cacf);729;25.33440017700195;49.7861328125;92.31671142578125
(aaaf);725;24.71039962768554;46.4749755859375;92.253173828125
(cacf);730;25.33440017700195;49.7861328125;92.3802490234375
(aaaf);726;24.71039962768554;46.4749755859375;92.253173828125
(cacf);731;25.33440017700195;49.7861328125;92.18963623046875
(aaaf);727;24.71039962768554;46.4749755859375;92.3802490234375
(cacf);732;25.33440017700195;49.7861328125;92.3802490234375
(aaaf);728;24.71039962768554;46.40631103515625;92.3802490234375
(cacf);733;25.33440017700195;49.7861328125;92.31671142578125
(aaaf);729;24.71039962768554;46.40631103515625;92.253173828125
(cacf);734;25.33440017700195;49.7861328125;92.253173828125
(aaaf);730;24.71039962768554;46.40631103515625;92.253173828125
(cacf);735;25.33440017700195;49.7861328125;92.18963623046875
(aaaf);731;24.71039962768554;46.4749755859375;92.31671142578125
(cacf);736;25.33440017700195;49.7861328125;92.44378662109375
(aaaf);732;24.71039962768554;46.4749755859375;92.253173828125
(cacf);737;25.33440017700195;49.7861328125;92.44378662109375
(aaaf);733;24.71039962768554;46.4749755859375;92.253173828125
(cacf);738;25.33440017700195;49.7861328125;92.3802490234375
(aaaf);734;24.71039962768554;46.4749755859375;92.253173828125
(cacf);739;25.33440017700195;49.7861328125;92.3802490234375
(aaaf);735;24.71039962768554;46.4749755859375;92.3802490234375
(cacf);740;25.27199935913085;49.7861328125;92.3802490234375
(aaaf);736;24.772798538208;46.4749755859375;92.3802490234375
(cacf);741;25.33440017700195;49.82427978515625;92.3802490234375
(aaaf);737;24.71039962768554;46.4749755859375;92.31671142578125
(cacf);742;25.33440017700195;49.7861328125;92.31671142578125
(aaaf);738;24.71039962768554;46.4749755859375;92.253173828125
