(cacf);1;12:00:03:321;34.38240051269531;48.63409423828125;92.82502746582031;[0]
(cacf);1;12:00:23:30;34.94400024414062;45.3153076171875;92.88856506347656;[0]
(cacf);2;12:00:23:284;34.94400024414062;45.2847900390625;92.88856506347656;[0]
(cacf);3;12:00:23:537;34.94400024414062;45.24664306640625;92.76148986816406;[0]
(cacf);4;12:00:23:790;35.00639724731445;45.177978515625;92.76148986816406;[0]
(cacf);5;12:00:24:44;35.00639724731445;45.10931396484375;92.88856506347656;[0]
(cacf);6;12:00:24:292;35.00639724731445;45.07879638671875;92.82502746582031;[0]
(cacf);7;12:00:24:540;35.00639724731445;45.0406494140625;92.88856506347656;[0]
(cacf);8;12:00:24:799;35.00639724731445;45.0101318359375;92.76148986816406;[0]
(cacf);9;12:00:25:42;35.00639724731445;44.97198486328125;92.76148986816406;[0]
(cacf);10;12:00:25:291;35.00639724731445;44.94146728515625;92.88856506347656;[0]
(cacf);11;12:00:25:540;35.06879806518554;44.9033203125;92.88856506347656;[0]
(cacf);12;12:00:25:789;35.06879806518554;44.872802734375;92.88856506347656;[0]
(cacf);13;12:00:26:38;35.00639724731445;44.872802734375;92.82502746582031;[0]
(cacf);14;12:00:26:287;35.06879806518554;44.8270263671875;92.82502746582031;[0]
(cacf);15;12:00:26:543;35.06879806518554;44.78887939453125;92.82502746582031;[0]
(cacf);16;12:00:26:796;35.13119888305664;44.75836181640625;92.82502746582031;[0]
(cacf);17;12:00:27:44;35.06879806518554;44.75836181640625;92.82502746582031;[0]
(cacf);18;12:00:27:292;35.06879806518554;44.72784423828125;92.82502746582031;[0]
(cacf);19;12:00:27:541;35.13119888305664;44.72784423828125;92.82502746582031;[0]
(cacf);20;12:00:27:790;35.06879806518554;44.72784423828125;92.82502746582031;[0]
(cacf);21;12:00:28:39;35.13119888305664;44.689697265625;92.82502746582031;[0]
(cacf);22;12:00:28:287;35.13119888305664;44.6591796875;92.82502746582031;[0]
(cacf);23;12:00:28:542;35.13119888305664;44.6591796875;92.88856506347656;[0]
(cacf);24;12:00:28:791;35.13119888305664;44.62103271484375;92.76148986816406;[0]
(cacf);25;12:00:29:41;35.19359970092773;44.62103271484375;92.82502746582031;[0]
(cacf);26;12:00:29:295;35.13119888305664;44.59051513671875;92.82502746582031;[0]
(cacf);27;12:00:29:544;35.19359970092773;44.59051513671875;92.88856506347656;[0]
(cacf);28;12:00:29:792;35.19359970092773;44.5523681640625;92.82502746582031;[0]
(cacf);29;12:00:30:39;35.19359970092773;44.5523681640625;92.76148986816406;[0]
(cacf);30;12:00:30:293;35.19359970092773;44.5523681640625;92.88856506347656;[0]
(cacf);31;12:00:30:542;35.19359970092773;44.5523681640625;93.01564025878906;[0]
(cacf);32;12:00:30:790;35.25600051879882;44.59051513671875;92.82502746582031;[0]
(cacf);33;12:00:31:41;35.25600051879882;44.59051513671875;92.82502746582031;[0]
(cacf);34;12:00:31:291;35.25600051879882;44.5523681640625;92.82502746582031;[0]
(cacf);35;12:00:31:539;35.25600051879882;44.5218505859375;92.88856506347656;[0]
(cacf);36;12:00:31:787;35.25600051879882;44.45318603515625;92.82502746582031;[0]
(cacf);37;12:00:32:41;35.25600051879882;44.384521484375;92.82502746582031;[0]
(cacf);38;12:00:32:291;35.19359970092773;44.34637451171875;92.82502746582031;[0]
(cacf);39;12:00:32:539;35.19359970092773;44.31585693359375;92.82502746582031;[0]
(cacf);40;12:00:32:787;35.19359970092773;44.2777099609375;92.69794464111328;[0]
(cacf);41;12:00:33:36;35.19359970092773;44.2471923828125;92.82502746582031;[0]
(cacf);42;12:00:33:285;35.19359970092773;44.262451171875;92.82502746582031;[0]
(cacf);43;12:00:33:536;35.25600051879882;44.262451171875;92.88856506347656;[0]
(cacf);44;12:00:33:784;35.25600051879882;44.23193359375;92.88856506347656;[0]
(cacf);1;12:00:53:73;35.69279861450195;43.84283447265625;92.88856506347656;[0]
(cacf);2;12:00:53:327;35.69279861450195;43.84283447265625;92.88856506347656;[0]
(cacf);3;12:00:53:579;35.69279861450195;43.81231689453125;92.88856506347656;[0]
(cacf);4;12:00:53:833;35.69279861450195;43.81231689453125;92.88856506347656;[0]
(cacf);5;12:00:54:87;35.75519943237304;43.774169921875;92.76148986816406;[0]
(cacf);6;12:00:54:335;35.75519943237304;43.774169921875;92.88856506347656;[0]
(cacf);7;12:00:54:583;35.75519943237304;43.774169921875;92.76148986816406;[0]
(cacf);8;12:00:54:841;35.69279861450195;43.774169921875;92.88856506347656;[0]
(cacf);9;12:00:55:90;35.75519943237304;43.774169921875;92.88856506347656;[0]
(cacf);10;12:00:55:339;35.75519943237304;43.774169921875;92.76148986816406;[0]
(cacf);11;12:00:55:588;35.75519943237304;43.70550537109375;92.76148986816406;[0]
(cacf);12;12:00:55:837;35.81760025024414;43.70550537109375;92.76148986816406;[0]
(cacf);13;12:00:56:86;35.81760025024414;43.70550537109375;92.76148986816406;[0]
(cacf);14;12:00:56:335;35.81760025024414;43.70550537109375;92.76148986816406;[0]
(cacf);15;12:00:56:590;35.81760025024414;43.70550537109375;92.88856506347656;[0]
(cacf);16;12:00:56:839;35.81760025024414;43.774169921875;92.88856506347656;[0]
(cacf);17;12:00:57:92;35.81760025024414;43.81231689453125;92.76148986816406;[0]
(cacf);18;12:00:57:340;35.87999725341796;43.81231689453125;92.76148986816406;[0]
(cacf);19;12:00:57:589;35.81760025024414;43.81231689453125;92.76148986816406;[0]
(cacf);20;12:00:57:838;35.81760025024414;43.774169921875;92.88856506347656;[0]
(cacf);21;12:00:58:86;35.81760025024414;43.70550537109375;92.88856506347656;[0]
