(BCAF);01:28:30;29.2656;28.8288;28.9536;74.2612;73.1626;74.0310;93.0156;92.8250;92.9035;
(BCAF);01:29:00;29.2656;29.2032;29.2368;73.2465;73.1321;73.2028;93.0156;92.8886;92.9423;
(BCAF);01:29:30;29.2656;29.1408;29.2007;73.4144;73.2160;73.3054;93.0792;92.8886;92.9241;
(BCAF);01:30:00;29.2032;29.0784;29.1360;73.5746;73.3762;73.4645;93.0156;92.7615;92.9448;
(BCAF);01:30:30;29.1408;29.0160;29.0834;73.7424;73.5746;73.6481;93.0156;92.8250;92.9470;
(BCAF);01:31:00;29.0784;28.9536;29.0208;73.9103;73.7424;73.8381;93.0156;92.8250;92.9277;
(BCAF);01:31:30;29.0160;28.9536;28.9836;74.0781;73.8798;73.9689;93.0156;92.8250;92.9419;
(BCAF);01:32:00;28.9536;28.8912;28.9248;74.2002;74.0323;74.1201;93.0156;92.8250;92.9081;
(BCAF);01:32:30;28.9536;28.8288;28.8737;74.3146;74.1773;74.2548;93.0156;92.8250;92.9064;
(BCAF);01:33:00;28.8912;28.8288;28.8432;74.4825;74.3146;74.3862;92.9521;92.7615;92.8690;
(BCAF);01:33:30;28.8288;28.7664;28.8113;74.5130;74.4825;74.4922;92.9521;92.8250;92.8860;
(BCAF);01:34:00;28.8288;28.7664;28.7760;74.6427;74.4977;74.6046;93.0156;92.8250;92.8910;
