(AAAF)30.5136;30.4512;30.4720;54.9589;54.7452;54.8266;92.8250;92.6344;92.6979;
(AAAF)30.5760;30.5136;30.5344;54.7758;54.7758;54.7758;92.8250;92.6979;92.7827;
(AAAF)30.5760;30.5136;30.5344;54.7758;54.7452;54.7554;92.8250;92.6979;92.7827;
(AAAF)30.5136;30.5136;30.5136;54.7452;54.7452;54.7452;92.8250;92.8250;92.8250;
(AAAF)30.5136;30.5136;30.5136;54.7758;54.7758;54.7758;92.8250;92.6979;92.7403;
(AAAF)30.5760;30.5136;30.5552;54.8673;54.7758;54.8266;92.8250;92.6979;92.7827;
(AAAF)30.5136;30.5136;30.5136;54.8368;54.7758;54.8164;92.8250;92.6979;92.7827;
(AAAF)30.5760;30.5136;30.5344;54.7758;54.7758;54.7758;92.8250;92.6979;92.7403;
(AAAF)30.5136;30.4512;30.4928;54.7758;54.7758;54.7758;92.8250;92.6979;92.7403;
(AAAF)30.5136;30.5136;30.5136;54.7147;54.6842;54.7045;92.8250;92.6979;92.7403;
