(AADC);05:17:30;30.7008;30.6384;30.6592;57.6902;57.5986;57.6224;92.1261;91.8719;92.0061;[1];
(CACF);05:17:30;30.6384;30.5760;30.6206;59.9485;59.9256;59.9289;92.0626;91.8719;91.9627;[1];
(BCAF);05:18:00;30.3264;30.2016;30.2605;60.4825;60.2537;60.3638;92.1896;91.8719;92.0266;[1];
(AADC);05:18:00;30.6384;30.5136;30.5543;59.2390;57.6902;58.6613;92.2532;91.8084;91.9872;[1];
(AAAF);05:18:00;31.0128;30.8880;30.9317;56.0270;55.4624;55.5811;92.1896;91.9990;92.0384;[1];
(CACF);05:18:00;31.2624;30.5760;30.6614;60.0095;59.3915;59.9706;92.1261;91.8719;91.9957;[1];
(CACF);05:18:30;31.3248;31.2624;31.2891;59.3915;59.3000;59.3436;92.0626;91.8719;91.9990;[1];
(BCAF);05:18:30;30.3264;30.0768;30.2181;60.4520;59.9866;60.2172;92.1261;91.8719;92.0050;[1];
(AAAF);05:18:30;30.8880;30.7632;30.8389;56.3245;56.0270;56.2217;92.1896;91.8719;92.0157;[1];
(AAAF);05:19:00;30.8256;30.7632;30.7928;57.1561;57.0417;57.0730;92.1261;91.9355;92.0091;[1];
(CACF);05:19:00;31.5744;31.3248;31.4829;59.2695;58.4608;58.6480;92.1261;91.8719;92.0482;[1];
(AAAF);05:19:30;30.8256;30.7632;30.7748;57.6368;56.5687;57.0730;92.1261;91.8719;92.0236;[1];
(CACF);05:19:30;31.9488;31.5744;31.7464;58.8117;58.6057;58.6934;92.1896;91.8719;92.0481;[1];
(AADC);05:19:30;30.5760;30.1392;30.3543;59.2695;58.6133;58.9987;92.1896;91.8084;92.0125;[1];
(AAAF);05:20:00;30.8256;30.5136;30.6715;57.4003;56.3856;56.7078;92.1261;91.9355;92.0061;[1];
(BCAF);05:20:00;30.1392;29.7024;29.9189;61.4133;60.7877;61.0582;92.2532;91.8719;92.0729;[1];
(AADC);05:20:00;30.0768;29.8272;29.9616;64.3583;60.0706;60.3587;92.1896;91.9355;92.0577;[1];
(BCAF);05:20:30;29.7648;29.5776;29.6818;62.4814;61.4133;61.8693;92.1896;91.8084;92.0830;[1];
(AADC);05:20:30;29.8272;29.5152;29.6515;66.4640;64.3583;65.7007;92.1896;91.9355;92.0538;[1];
(AAAF);05:20:30;30.5760;30.4512;30.5050;57.4918;56.9501;57.2411;92.2532;91.8719;92.0067;[1];
(CACF);05:21:00;32.1984;31.8864;32.1048;58.7507;58.3997;58.5219;92.1896;91.8084;91.9739;[1];
(BCAF);05:21:00;29.9520;29.7024;29.7717;62.5883;62.0771;62.3409;92.2532;91.9355;92.1032;[1];
(BCAF);05:21:30;30.0768;29.9520;29.9902;62.5425;61.4591;62.0202;92.2532;91.8719;92.0689;[1];
(CACF);05:21:30;32.2608;32.1984;32.2243;59.1169;57.7054;58.5848;92.1261;91.8084;91.9479;[1];
(AADC);05:21:30;29.5776;29.2656;29.4186;68.3027;66.0520;67.0705;92.1261;91.8719;92.0029;[1];
(BCAF);05:22:00;30.0144;29.5776;29.8023;61.6193;61.4896;61.5410;92.2532;91.9355;92.0819;[1];
(CACF);05:22:00;32.2608;32.1360;32.2317;57.7665;57.4384;57.6765;92.1261;91.8084;91.9623;[1];
(AADC);05:22:00;28.4544;28.1424;28.2984;70.2253;70.0422;70.1337;92.0626;91.9355;91.9990;[1];
(AAAF);05:22:00;30.4512;30.0144;30.3347;58.6820;57.6139;57.9449;92.1896;91.8719;92.0166;[1];
(CACF);05:22:30;32.0736;31.9488;32.0266;58.0945;57.4079;57.8181;92.1896;91.8084;91.9819;[1];
(AAAF);05:22:30;30.0144;29.9520;30.0090;58.4150;58.3539;58.3818;92.1261;91.9990;92.0764;[1];
(AADC);05:22:30;28.1424;28.1424;28.1424;70.0956;70.0956;70.0956;92.0626;92.0626;92.0626;[1];
(CACF);05:23:00;32.0112;31.8240;31.8823;58.3921;57.4995;57.9343;92.1896;91.8084;91.9990;[1];
