(CACF);12:23:30;47.6112;47.5488;47.5650;38.0369;37.3197;37.6190;93.1427;92.8886;93.0466;[0];
(CACF);12:24:00;47.6736;47.5488;47.6160;37.7698;37.3197;37.6278;93.1427;92.8886;93.0406;[0];
(CACF);12:24:30;47.6736;47.6112;47.6447;38.0521;37.6325;37.7410;93.1427;92.8886;93.0487;[0];
(CACF);12:25:00;47.6736;47.6112;47.6555;38.2963;37.9148;38.0316;93.2063;92.8886;93.0564;[0];
(CACF);12:25:30;47.6736;47.6112;47.6580;38.3726;37.8766;38.1068;93.2063;92.8886;93.0489;[0];
(CACF);12:26:00;47.6736;47.5488;47.6331;38.0216;37.8766;37.9406;93.1427;92.8250;93.0520;[0];
(CACF);12:26:30;47.7360;47.6112;47.6591;38.0521;37.7393;37.9338;93.2063;92.8886;93.0441;[0];
(CACF);12:27:00;47.7360;47.1744;47.3995;38.1971;37.4494;37.6855;93.2063;92.8886;93.0368;[0];
(CACF);12:27:30;47.4864;47.2368;47.3575;37.9301;37.3350;37.6746;93.1427;92.8886;93.0425;[0];
(CACF);12:28:00;47.4240;47.2992;47.3706;37.8614;37.1213;37.4788;93.2063;92.8886;93.0431;[0];
(CACF);12:28:30;47.5488;47.3616;47.4484;37.6325;37.0908;37.3052;93.1427;92.8250;93.0487;[0];
(CACF);12:29:00;47.5488;47.4240;47.4784;37.7927;37.4952;37.7091;93.1427;92.8886;93.0482;[0];
(CACF);12:29:30;47.5488;47.4240;47.4874;37.9987;37.6172;37.7471;93.1427;92.8886;93.0435;[0];
(CACF);12:30:00;47.5488;47.4240;47.4944;38.2810;37.7546;37.9976;93.2063;92.8886;93.0308;[0];
(CACF);12:30:30;47.6112;47.0496;47.3814;38.4031;36.9993;37.9343;93.1427;92.8886;93.0477;[0];
(CACF);12:31:00;47.0496;46.0512;46.5435;37.2510;36.9993;37.1671;93.2063;92.8886;93.0428;[0];
(CACF);12:31:30;46.0512;45.0528;45.5824;38.4107;37.2281;37.6870;93.2063;92.8250;93.0301;[0];
